id,ip_type,title,inventor,summary,tech_type,url,contact,organization
"10318W","Licensable Technology","Treatments for neurotoxicity in Alzheimer's Disease","Ingram, Vernon  M; Blanchard, Barbara  J; Stockwell, Brent  R","The invention involves identification of a mechanism of .beta.-amyloid peptide cytotoxicity, which enables treatment of conditions caused by .beta.-amyloid peptide aggregates by administration of compounds which antagonize the mechanism of cytotoxicity. The invention includes the identification and isolation of compounds which can reduce the neurotoxic effects of such aggregates. Methods for treating conditions resulting from neurotoxic .beta.-amyloid peptide aggregates, such as Alzheimer's disease and pharmaceutical preparations are provided. Also provided are methods for selecting additional compounds which can reduce the neurotoxic effects of .beta.-amyloid aggregates.","   |   ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:10318W","Andrea Schievella","Massachusetts Institute of Technology"
"10318W","Licensable Technology","Treatments for neurotoxicity in Alzheimer's Disease","Ingram, Vernon  M; Blanchard, Barbara  J; Stockwell, Brent  R","The invention involves identification of a mechanism of .beta.-amyloid peptide cytotoxicity, which enables treatment of conditions caused by .beta.-amyloid peptide aggregates by administration of compounds which antagonize the mechanism of cytotoxicity. The invention includes the identification and isolation of compounds which can reduce the neurotoxic effects of such aggregates. Methods for treating conditions resulting from neurotoxic .beta.-amyloid peptide aggregates, such as Alzheimer's disease and pharmaceutical preparations are provided. Also provided are methods for selecting additional compounds which can reduce the neurotoxic effects of .beta.-amyloid aggregates.","   |   ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:10318W","Andrea Schievella","Massachusetts Institute of Technology"
"7378","Licensable Technology","Treatments for neurotoxicity in Alzheimer's disease caused by .beta. amyloid peptides","Ingram, Vernon  M; Blanchard, Barbara  J","The invention involves identification of a mechanism of .beta.-amyloid peptide cytotoxicity, which enables treatment of conditions caused by .beta.-amyloid peptide aggregates by administration of compounds which antagonize the mechanism of cytotoxicity. The invention includes the identification and isolation of compounds which can antagonize the aggregation of .beta.-amyloid peptides and the neurotoxic effects of such aggregates. The compounds include isolated peptides which were selected for their ability to form a complex with a .beta.-amyloid peptide, or are derived from peptides so selected. Methods for treating conditions resulting from neurotoxic .beta.-amyloid peptide aggregates and pharmaceutical preparations are provided. Also provided are methods for selecting additional compounds which can antagonize the aggregation of .beta.-amyloid peptides and the neurotoxic effects of such aggregates.","   |   ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:7378","Andrea Schievella","Massachusetts Institute of Technology"
"11791","Licensable Technology","Tri modal spectroscopic imaging","Feld, Michael  S; Dasari, Ramachandra  Rao; Fulghum, Stephen  F; Fang-Yen, Christopher  M; Yu, Chung  Chieh; Lau, Condon","The present invention relates to a spectroscopic imaging system using autofluorescence and reflectance images to diagnose tissue. A preferred embodiment of the invention uses a plurality of light sources to illuminate a tissue region to provide the fluorescence and reflectance images, respectively."," ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:11791","Tom Tachovsky","Massachusetts Institute of Technology"
"10075","Licensable Technology","Tribological applications of polyelectrolyte multilayers","Cohen, Robert  E; Gearing, Brian  P; Pavoor, Prem  V; Bellare, A.","One aspect of the present invention relates to an implantable medical device comprising a surface coated with a polyelectrolyte multilayer, wherein said surface is glass, metal, plastic, polymer, or fiberglass. Another aspect of the present invention involves a method of preparing a PEM-coated implantable medical device, comprising the step of applying a film to a surface of an implantable medical device, wherein said film comprises a polyelectrolyte multilayer and said surface is glass, metal, plastic, polymer, or fiberglass. Another aspect of the present invention involves a method of reducing the wear between two contacting materials, comprising the step of moving a first material in contact with a second material in an environment, wherein a first surface of said first material is in contact with a second surface of said second material, wherein said first surface, said second surface, or both is coated with a polyelectrolyte multilayer, thereby decreasing the wear of said first material, said second material, or both compared to the wear in the absence of said polyelectrolyte multilayer."," ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:10075","Jim Freedman","Massachusetts Institute of Technology"
"941","Licensable Technology","TRIM5alpha for Restricting HIV-1 Infection","Sodroski, J","Cells of the Old World monkey are resistant to infection by human immunodeficiency virus type-1 (HIV-1), which causes acquired immunodeficiency syndrome (AIDS) in humans.  This technology is based upon recent studies that reveal the molecular species responsible for this resistance, the TRIM5alpha protein.  Specifically, the simian version of TRIM5alpha protein has been shown to be more effective than the human form in preventing HIV-1 infection.  Recent studies indicate that the simian TRIM5alpha is detrimental to viral capsule disassembly, which is a pivotal step for further infection.  

Applications/Advantages: This technology promises several exciting applications.  First, this opens the possibility to a new class of powerful HIV therapies.  For example, monkey TRIM5alpha may be supplied to uninfected human cells to prevent HIV infection.  Alternatively, this technology identifies key differences between human and simian TRIM5alpha, which can guide modification to provide a more potent human form.  Finally, this technology lays the foundation for developing improved primate models of AIDS that more closely mimic the human disease.  This in turn facilitates development of additional therapeutic approaches against HIV."," Drug Discovery Tools","http://www.dfci.harvard.edu/res/technology/available.asp?case_number=941&keywords=941&category_id=&category_name=Search+Results","Nancy Grodin, Phone (617) 632-5516, Fax (617) 632-4012, Email Nancy_Grodin@dfci.harvard.edu","Dana-Farber Cancer Institute"
"3700","Licensable Technology","Trioxacarcins and analogs: DNA-modifying compounds with potent anti-proliferative effects","Myers, Andrew G.","MARKETS ADDRESSED:In 2010, there are an estimated 24.6 million people in the world living with cancer. Cancer is responsible for 25% of all deaths in the United States and 13% worldwide. Sales of cytotoxic therapies for cancer reached $14 billion in 2009 across the seven major pharmaceutical markets.INNOVATIONS & ADVANTAGES:The trioxacarcins are a new class of DNA-modifying natural products with potent antiproliferative effects (with subnanmolar IC70 values against lung, mammary, and CNS cancer cell lines). Trioxacarcin A, B, and C were first discovered and isolated from the culture broth of Streptomyces bottropensis and were shown to possess anti-tumor activity in murine models as well as antimicrobial activities (e.g., antibacterial, anti-fungal, anti-malarial activities). Fewer than a dozen trioxacarcins have been identified to date. The Myers laboratory has recently completed the first synthesis of a trioxacarcin, DC-45-A2, using a highly modular, convergent route that can serve as a highly diversifiable platform for the synthesis of trioxacarcins and analogs that are previously not available from natural sources or semi-synthetic approaches. The novel synthetic route will be useful in exploring the biological and chemical activities of trioxacarcins and analogs in cancers and infectious diseases. Analogs of trioxacarcins may also be used as research tools to modify DNA."," Therapeutics - Drugs","http://otd.harvard.edu/technologies/tech.php?case=3700","Vivian Berlin, (617) 496-0474","Harvard University"
"3086","Licensable Technology","TRPA1 constitutive and conditional knockout mice","Corey, David P.","MARKETS ADDRESSED:The TRPA1 mouse lines provide important animal models for pain research and will be a useful for testing compounds that block TRPA1.INNOVATIONS & ADVANTAGES:TrpA1 Constituitive Knockout The Trpa1 consituitive knockout animals were generated by deleting the exons that code for the pore domain of the ion channel.  Ablation of these exons renders the ion channel non-functional.  In addition to generating the mutation, a human placental alkaline phosphatase (hPLAP) marker was placed under the Trpa1 promoter.  The hPLAP marker allows identification of cells that express Trpa1.  For studies in pain research, C57Bl/6J mice are used as the standard genetic background.  In order for the Trpa1 animals to be used for pain research, the Trpa1 constituitive knockout animals were backcrossed to the C57Bl/6J lines for over 10 generations resulting in a Trpa1 knockout animal that is essentially in the C57Bl/6J genetic background.  This mouse line provides an important animal model for pain research and will be a useful reagent testing compounds that block TRPA1.TRPA1 Conditional KnockoutTrpa1 conditional knockout animals were generated by flanking the exons that code for the pore domain of the ion channel by loxP sites and selected by presence of a drug resistance cassette.  The selection cassette was subsequently removed to produce the Trpa1 conditional knockout allele.  Conditional knockout animals were backcrossed to C57Bl/6J for 10 generations.  After backcrossing, these animals are essentially in a C57Bl/6J genetic background.  Since Trpa1 is in both the dorsal root ganglia neurons and keratinocytes, the conditional knockout animals serve as a useful tool for cell-type specific ablation of experiments when used in conjunction with Cre/loxP technology."," Research Reagents","http://otd.harvard.edu/technologies/tech.php?case=3086","Michal Preminger, (617) 432-0920","Harvard University"
"9442","Licensable Technology","True 3D cone-beam imaging method and apparatus","Yang, Xiaochun (Amy)","A three-dimensional image of an object scanned with a plurality of cone-beam projections from a number of source positions is reconstructed using a method wherein intermediate transform functions are obtained from two-dimensional images of radiation attenuation in the scanned object. The intermediate transform functions are then filtered over a set of parallel planes using a moving-frame technique. The second-order radial derivative of the Radon transform can then be backprojected to generate an intermediate, locally-reconstructed, three-dimensional image. After repetition of this process, the plurality of intermediate, locally reconstructed, three-dimensional images are summed to obtain an ultimate, reconstructed, three-dimensional image of the object. In particular embodiments, the source and detector are displaced along helical paths and radiation scans of the object are taken at multiple positions along the paths.","   |   ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:9442","Dan Dardani","Massachusetts Institute of Technology"
"6859","Licensable Technology","Truncated CRAF1 inhibits CD40 signaling","Baltimore, David; Cheng, Genhong; Cleary, Aileen  M; Ye, Zheng-Sheng; Lederman, Seth; Chess, Leonard","Overexpression of a CRAF1 (CD40 receptor-associated factor 1) gene truncated by 323 to about 414 amino acids at the amino inhibits CD40-mediated cell activation, and is used to treat conditions characterized by an unwanted level of CD40-mediated intracellular signaling."," ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:6859","Lita Nelsen","Massachusetts Institute of Technology"
"1917","Licensable Technology","Tubacin - a specific small molecule inhibitor of HDAC6 tubulin deacetylase activity","Schreiber, Stuart L.","MARKETS ADDRESSED:The aggresome pathway prevents accumulation of misfolded proteins. If such proteins fail to fold correctly and are not degraded by the proteasome, they can form aggregates in cells. These aggregates are transported via the microtubules using the dynein/dynactin motor complex. Histone deacetylase 6 (HDAC6) is a class II HDAC protein that deacetylates alpha-tubulin and associates with dynein to facilitate transport of aggresomes through the cytosol to the proteasome for degradation.INNOVATIONS & ADVANTAGES:Stuart Schreiber’s laboratory at the Broad Institute isolated a small molecule inhibitor of HDAC6 in a chemical genetic screen of 7392 small molecules and cell-based assay. This inhibitor, known as tubacin, inhibits ?-tubulin deacetylation in mammalian cells. Unlike trichostatin A (TSA), which is a broad spectrum HDAC inhibitor, tubacin is specific for the tubulin deacetylase activity of HDAC6. Tubacin inhibits HDAC6 and causes increased acetylation of ?-tubulin, accumulation of polyubiquitinated proteins, and apoptosis. Tubacin does not affect global histone deacetylation, gene-expression profiling, or cell cycle progressionThe effects of tubacin have been studied in cell-based cancer models including hematologic malignancies, such as multiple myeloma and leukemia, and also solid tumor models, such as pancreatic cancer and ovarian cancer. Tubacin in combination with the proteasome inhibitor bortezomib (Velcade) resulted in increased ?-tubulin acetylation and accumulation of polyubiquitinated proteins in multiple myeloma cells. Tubacin was also found to inhibit interaction of HDAC6 with dynein and augmented activation of c-Jun NH2-terminal kinase and caspase-3, -8 and -9. Both bortezomib and tubacin together induced synergistic antitumor activity in multiple myeloma cells and primary bone marrow plasma cells. Useful as a tool in many research areas such as cancer, apoptosis, HDAC activity, aggresome and ubiquitin pathways, etc., tubacin is available for non-exclusive license in research-use.Niltubacin, an inactive derivative of tubacin, can be used as a negative control compound and is also available for non-exclusive license in research-use."," Chemistry","http://otd.harvard.edu/technologies/tech.php?case=1917","Rene Castro, (617) 495-3663","Harvard University"
"FI-2006-02","Licensable Technology","Tuberculosis Antigen Detection Assays and Vaccines","Campos-Neto, Antonio","","","http://ctf-fmfe.bu.edu/",", ,","The Forsyth Institute"
"21878","Licensable Technology","Tumor Heterogeneity Algorithm Correlates with Outcomes","Rocco, James W; Mroz, Edmund A.","Technology:  
Dr. Rocco and Dr. Mroz at MGHs Division of Surgical Oncology have developed the Mutant Allele Tumor Heterogeneity (MATH) algorithm that can use sequencing data from tumor to quantify an intra-tumor heterogeneity value.  A tumor with high Intra-tumor heterogeneity, is more likely to evade therapy, leading to treatment failure or relapse.  The ability to measure intra-tumor heterogeneity would provide prognostic information that allows physicians to find a suitable treatment for the patient and improve their outcomes.

The inventors have demonstrated a correlation between a high MATH value and poor outcome classes in head and neck squamous cell carcinoma (HNSCC), using published sequencing results on 74 individual HNSCC samples.  The inventors have obtained proof of concept, showing that the MATH value could be used to predict worse clinical outcomes in HNSCC, with a better correlation than that of human papillomavirus (HPV) and TP53 tumor suppressor status - two well-known biomarkers of poor-outcome in HNSCC.

Applications: 
-	A tool for assessing the level of tumor heterogeneity through the examination of mutations in tumor DNA sequence
-	A clinical decision-making tool for examining the effect of therapy on tumors, e.g. assessing tumor-heterogeneity pre- and post- therapy
-	Diagnostics for personalized medicine, e.g. as a tool for stratifying the patient population during clinical trials and targeted drug development

Advantages:  
-	May be used to assess intra-tumor heterogeneity for all types of tumors, not just head and neck cancer
-	No need to analyze specific tumor markers or gene mutations per patient, unlike molecular diagnostics
-	Provides analysis of intra-tumor heterogeneity at a higher detail than available technologies, via unbiased examination of tumor DNA sequence
-	Cost of next-generation sequencing is trending cheaper and will benefit this technology in terms of scalability
-	Instead of tumor biopsies, blood samples could eventually be used to assess intra-tumor heterogeneity, providing a less invasive procedure"," Diagnostic","http://www.partners.org/techtransfer/availabletechnologies/default.asp","Rekha Paleyanda, rpaleyanda@partners.org, (617) 954-9351","Massachusetts General Hospital"
"8889H","Licensable Technology","Tumor suppressor pathway in C. elegans","Horvitz, H. Robert; Lu, Xiaowei; Davison, Ewa  M; Doll, John  M","The invention provides novel lin-61 genes and polypeptides involved in cell fate determination and in cell proliferation, as well as methods for utilizing these genes, and their encoded polypeptides, in identifying compounds that modulate cell proliferation."," ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:8889H","Lauren Foster","Massachusetts Institute of Technology"
"8450","Licensable Technology","Tunable add/drop filter using side-coupled resonant tunneling","Joannopoulos, John  D; Kolodziejski, Leslie  A; Fan, Shanhui; Villeneuve, Pierre  R; Petrich, Gale  S","A tunable electromagnetic field frequency filter having an input waveguide which carries a signal including at least one desired frequency, and an output waveguide. A resonator-system is coupled to the input and output waveguides and is operable for the selective transfer of the at least one desired frequency to the output waveguide. The resonator-system supports at least two system modes, and includes at least three reflectors with at least two different reflectivity spectra. At least one of the reflectivity spectra is tuned such that at least two of the system-modes have substantially the same frequency when the transfer occurs substantially."," ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:8450","Jose Estabil","Massachusetts Institute of Technology"
"9332","Licensable Technology","Tunable chromatic dispersion compensation","Joannopoulos, John  D; Kimerling, Lionel  C; Fan, Shanhui; Chen, Kevin; Lipson, Michal","A system for dispersion compensation is provided including a plurality of optical cavities with each including a specific resonant frequency and resonant linewidth. At least one coupling element interconnects the optical cavities. The at least one coupling element defines the coupling strength between the cavities. The optical cavities are interconnected with the at least one coupled element that forms a multi-cavity structure. The multi-cavity structure generates appropriate dispersion properties for dispersion compensation purposes."," ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:9332","Ben Palleiko","Massachusetts Institute of Technology"
"INV-13005","Licensable Technology","Tunable Graphene-Silicon Heterojunction Dual-Mode Photodetectors with Ultra-High Responsivity and Quantum Gain","Fangze Liu, Xiaohong An, Swastik Kar","(See linked page for full description.)"," Sensing/Imaging","http://neu.technologypublisher.com/techcase/INV-13005","Mark Saulich, Senior Commercialization Manager, m.saulich@neu.edu, 617-373-4009","Northeastern University"
"7546","Licensable Technology","Tunable microcavity and method of using nonlinear materials in a photonic crystal","Joannopoulos, John  D; Fan, Shanhui; Villeneuve, Pierre  R; Abrams, Daniel  S","A nonlinear dielectric material is incorporated within a photonic crystal as a means of changing the refractive index of a defect. In this way, the resonant frequency can be easily adjusted, after fabrication, by external mechanisms (either optical or electronic). The ability to tune the frequency of a resonant mode is useful for constructing photonic integrated devices, thus the invention enables the use of a photonic-crystal microcavity for such purposes. In one embodiment there is provided a photonic crystal having a periodic dielectric structure, and a defect positioned within the structure to define a microcavity. The defect includes a nonlinear material and being adapted to have an induced variation in index of refraction so as to tune the resonant mode of the microcavity."," ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:7546","Jack Turner","Massachusetts Institute of Technology"
"9574L","Licensable Technology","Tunable microwave magnetic devices","Dionne, Gerald  F; Oates, Daniel  E","A device responsive to an electromagnetic signal includes a conductor for conducting the electromagnetic signal, a magnetic structure disposed proximate the conductor to enable gyromagnetic interaction between the electromagnetic signal and the magnetic structure and a transducer disposed on the magnetic structure for controlling a domain pattern in the magnetic structure."," ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:9574L","Jose Estabil","Massachusetts Institute of Technology"
"9519L","Licensable Technology","Tunable multi-band antenna array","Ngai, Eugene  C; Blejer, Dennis  J; Theophelakes, Paul  A; Cotillo, Richard  J","An antenna element is provided having a stacked patch configuration and having tuning structures by which the antenna element can be tuned at two different frequencies of operation. A plurality of the antenna elements can be combined to provide an antenna array. The antenna array can be provided having one or more surface wave surface wave control structures that isolate respective ones of the antenna elements from other respective ones of the antenna elements. The antenna element and/or the antenna array can be provided having RF feeds that can generate any pre-determined polarization."," ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:9519L","Ben Palleiko","Massachusetts Institute of Technology"
"9560","Licensable Technology","Tunable optical add/drop multiplexer with multi-function optical amplifiers","Kolodziejski, Leslie  A; Petrich, Gale  S","A photonic circuit includes a tunable drop filter arrangement that includes a plurality of resonators. The drop filter arrangement is tuned to remove a selected frequency from an input data stream from a waveguide. A wavelength sensor coupled to the drop filter to monitor the selected frequency to which the drop filter arrangement has been tuned. A tunable laser presents a new signal of a defined frequency indicative of a signal to be added to the input data stream. A modulator coupled to the tunable laser for receiving the new signal and forming a modulated signal. An add filter arrangement coupled to the modulator for receiving the modulated signal and adding the modulated signal to the data stream."," ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:9560","Ben Palleiko","Massachusetts Institute of Technology"
"5249L","Licensable Technology","Tunable stripline devices","Oates, Daniel  E; Shih, Benjamin  S","A stripline device using at least one strip conductor and at least one ground plane separated therefrom by a dielectric substrate. The ground plane is caused to move relative to the strip conductor so as to change the propagation velocity of the stripline device. In a particular embodiment, a layer of piezoelectric material is positioned adjacent the ground plane and a voltage applied to the piezoelectric layer causes its dimensions to change and provide a changing air gap between the substrate and the ground plane to change the propagation velocity accordingly."," ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:5249L","Ben Palleiko","Massachusetts Institute of Technology"
"8313T","Licensable Technology","Tuneable wireless tags using spatially inhomogeneous structures","Gershenfeld, Neil  A; Fletcher, Richard","Wireless tags with a plurality of non-equivalent current pathways altered to collectively represent encoded information, each of which responds differently to an interrogation signal. The element is subjected to a signal stimulating the current pathways, each of which contributes to an overall element response. The information may be recovered from the salient features of this overall response. These salient features include resonant frequency, amplitude, relative peak position, relative peak amplitude, damping, and Q factor.","   |     |     |   ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:8313T","Jack Turner","Massachusetts Institute of Technology"
"8313T","Licensable Technology","Tuneable wireless tags using spatially inhomogeneous structures","Gershenfeld, Neil  A; Fletcher, Richard","Wireless tags with a plurality of non-equivalent current pathways altered to collectively represent encoded information, each of which responds differently to an interrogation signal. The element is subjected to a signal stimulating the current pathways, each of which contributes to an overall element response. The information may be recovered from the salient features of this overall response. These salient features include resonant frequency, amplitude, relative peak position, relative peak amplitude, damping, and Q factor.","   |     |     |   ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:8313T","Jack Turner","Massachusetts Institute of Technology"
"CSDL-1699/1694","licensable technology","Tuning Fork Gyroscope","Weinberg, Marc S","A tuning fork gyroscope typically including at least one proof mass with an upper sense plate disposed above the proof mass and a lower sense plate disposed below the proof mass and means for sensing changes in the nominal gaps between the sense plate and the proof mass and for outputting a signal indicative of the gyroscope angular rate."," Sensing/Imaging  |   Instrumentation","http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=4&f=G&l=50&co1=AND&d=PTXT&s1=6862934&OS=6862934&RS=6862934","mkleiman@draper.com","Charles Stark Draper Laboratories"
"CSDL-1576","licensable technology","Tuning Fork Gyroscopes, Accelerometers, and Other Sensors With Improved Scale Factor","Weinberg, Marc S","A tuning fork gyroscope design where at least one proof mass is supported above a substrate. At least one drive electrode is also supported above the substrate adjacent the proof mass. Typically, the proof mass and the drive electrode include interleaved electrode fingers. A sense plate or shield electrode on the substrate beneath the proof mass extends completely under the extent of the electrode fingers of proof mass."," Instrumentation","http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=2&f=G&l=50&co1=AND&d=PTXT&s1=7426861&OS=7426861&RS=7426861","mkleiman@draper.com","Charles Stark Draper Laboratories"
"12015","Licensable Technology","Two-Dimensional Spectral Shearing Interferometry for Ultrafast Pulse Characterization","Kaertner, Franz  X; Ell, Richard; Birge, Jonathan  R","The phase spectrum of an ultrashort pulse is measured based on two-dimensional spectral shearing interferometry with zero delay. The measurement is performed utilizing an optical source pulse from which is extracted a short pulse and from which a chirped component is generated. The chirped component is split into first and second chirped pulses. The first and second pulses are then mixed with the short pulse in a nonlinear medium to produce up-converted and spectrally sheared copies of the first and second chirped pulses, which are measured in a spectrometer. A plurality of path lengths for the first second chirped pulses is provide to generate delays and shift the relative positions of the first and second chirped pulses for additional measurements. The apparatus and methods are uniquely suited for characterizing single-cycle pulses."," ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:12015","Ben Palleiko","Massachusetts Institute of Technology"
"CSDL-1991","licensable technology","Two-Sided Subsrateless Multi Chip Module and Method of Manufacturing Same","Leblanc, John","A two-sided substrateless multichip module including at least one die layer having at least one die. At least one bottomside interconnect layer is coupled to a bottom surface of the at least one die. At least one topside interconnect layer is coupled to a top surface of the at least one die. One or more embedded electrical connections is configured to provide an electrical interconnection between the at least one bottomside interconnect layer and the at least one die and/or the at least bottomside interconnect layer and the at least one topside interconnect layer and/or the at least one topside interconnect layer and the at least one die, wherein the at least one bottomside interconnect layer includes one or more electrical contacts on a bottom surface of the multichip module and the at least topside interconnect layer includes one or more electrical contacts on a top surface of the multichip module."," Semiconductors  |   Microelectronics/MEMS","http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=1&f=G&l=50&co1=AND&d=PG01&s1=%2212%2F313,900%22&OS=%2212/313,900%22&RS=%2212/313,900%22","mkleiman@draper.com","Charles Stark Draper Laboratories"
"JDP-078","Licensable Technology","Type 2 Diabetes Mellitus Gene","Andrzej  Krolewski, M.D., Ph.D.  et al.","Type 2 diabetes mellitus is a highly prevalent metabolic disease characterized by hyperglycemia (high blood sugar) as a result of defective insulin action which manifests as insulin resistance, defective insulin secretion, or both. Due to the severity of some of its complications, early detection of diabetes is critical. The majority of patients with diabetes have Type 2 diabetes, the non-insulin dependent form. The invention is based on the discovery of a gene correlated with susceptibility to Type 2 diabetes, located within a previously identified 10-cM locus (Klupa, et al. (2000) Diabetes 49:2212-2216). Preliminary analysis of recombination events within families most strongly linked at this locus has allowed the narrowing of the critical region to an interval less than 1MB in length. Through genomic analysis, six known genes and several new genes were mapped to this region, at least one of which is believed to be a true transcript. The invention comprises the sequence of a novel diabetes susceptibility gene and its gene product, as well as numerous polymorphisms in this gene that correlate with the incidence of diabetes in patients. The invention can therefore be used in diagnostic tests to detect a genetic susceptibility to Type 2 diabetes. The protein product of this gene may be a useful target in diabetes drug development, once more is learned about its function."," Drug Discovery Tools  |   Diagnostics/Biomarkers","http://www.joslinresearch.org/inventions","David J. Glass, Ph.D., Technology Transfer Consultant, Office of the General Counsel, Joslin Diabetes Center, One Joslin Place - Room 755C, Boston, MA 02215, tel 617-732-2400, ext. 4793, fax 617-732-2542","Joslin Diabetes Center"
"7657","Licensable Technology","Type 2 methionine aminopeptidase (MetAP2) inhibitors and uses thereof","Liu, Jun  O; Griffith, Eric  C; Su, Zhuang","Novel compounds that are anti-angiogenic or immunosuppressive are described. Also described are methods for determining if an animal is at risk for a disease involving abnormal angiogenesis or an immune reaction resulting in pathology comprising evaluating an aspect of MetAP2 metabolism or structure; methods for identifying agents that are anti-angiogenic or immunosuppressive comprising evaluating the effect of the agent on an aspect of MetAP2 metabolism; methods for treating a cell having an abnormality in metabolism or structure of MetAP2; and methods for treating abnormal angiogenesis or an immune reaction which results in pathology in an animal. Pharmaceutical compositions are also provided.","   |   ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:7657","Lauren Foster","Massachusetts Institute of Technology"
"7657","Licensable Technology","Type 2 methionine aminopeptidase [MetAP2] inhibitors and uses thereof","Liu, Jun  O; Griffith, Eric  C; Su, Zhuang","Novel compounds that are anti-angiogenic or immunosuppressive are described. Also described are methods for determining if an animal is at risk for a disease involving abnormal angiogenesis or an immune reaction resulting in pathology comprising evaluating an aspect of MetAP2 metabolism or structure; methods for identifying agents that are anti-angiogenic or immunosuppressive comprising evaluating the effect of the agent on an aspect of MetAP2 metabolism; methods for treating a cell having an abnormality in metabolism or structure of MetAP2; and methods for treating abnormal angiogenesis or an immune reaction which results in pathology in an animal. Pharmaceutical compositions are also provided.","   |   ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:7657","Lauren Foster","Massachusetts Institute of Technology"
"CCMC   1134","Licensable Technology","Ubiquitin Proteasome Inhibitors to Prevent Axon Degeneration","He, Zhigang","Invention demonstrates that specific compounds that either inhibit the ubiquitin proteasome pathway or stabilize microtubules can delay axon degeneration and promote neuronal regeneration. It includes (i) Methods and compounds for delaying axonal degeneration in pathological conditions; (ii) Specific and multiple compounds that can be used as therapeutics for degenerative neuropathies or neuronal diseases of the central nervous system, as demonstrated in multiple rodent models for disorders such as ischemia, Huntington's disease or ALS; (iii) Same compounds as in (ii) could be used for therapeutics to promote neuronal regeneration, as indicated in traumatized rats."," Research Tools  |   Therapeutics - Drugs  |   Therapeutics - Drugs","http://www.childrensinnovations.org/SearchDetails.aspx?id=1134","Caron, Connie, connie.caron@childrens.harvard.edu","Children's Hospital Boston"
"5091","Licensable Technology","Ubiquitin-specific proteases","Varshavsky, Alexander  J; Baker, Rohan  T; Tobias, John  W","The disclosure relates to a generic class of ubiquitin-specific proteases which specifically cleave at the C-terminus of the ubiquitin moiety in a ubiquitin fusion protein irrespective of the size of the ubiquitin fusion protein. More specifically, the disclosure relates to ubiquitin-specific proteases of this class which have been isolated from a cell. The disclosure also relates to isolated DNA sequences encoding the proteases of this class.","   |     |     |   ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:5091","Aaron Schwartz","Massachusetts Institute of Technology"
"5091","Licensable Technology","Ubiquitin-specific proteases","Varshavsky, Alexander  J; Baker, Rohan  T; Tobias, John  W","The disclosure relates to a generic class of ubiquitin-specific proteases which specifically cleave at the C-terminus of the ubiquitin moiety in a ubiquitin fusion protein irrespective of the size of the ubiquitin fusion protein. More specifically, the disclosure relates to ubiquitin-specific proteases of this class which have been isolated from a cell. The disclosure also relates to isolated DNA sequences encoding the proteases of this class.","   |     |     |   ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:5091","Aaron Schwartz","Massachusetts Institute of Technology"
